0	301.2307	0	277.4783	1.2008833	0	70858.16667	0.002586
0	300.4155	0	276.51765	1.9076	0	70846.33333	0.0028469
0	297.53185	0.0000006	274.9884	2.887	0	70902.33333	0.0037374
0	291.38955	0	274.0236333	2.12825	0	70906.66667	0.0041119
0	284.1727	0.0000054	273.7751333	1.391	0	70893.16667	0.0041895
0	297.88515	0.00085275	272.54895	1.3654667	0	70908.33333	0.0047734
0	292.86995	0.00059775	272.3619	1.0781167	0	70878.66667	0.0048201
4.5425608	263.61585	0.0004002	272.08095	0.96035	0	70864.33333	0.004897
113.92507	239.4799	0.00022095	272.0969333	0.8766833	0	70841.83333	0.0048995
260.70265	278.99395	0.00011775	272.1887833	1.0584333	0	70824.5	0.004711
576.7735	252.75985	0.00051975	271.9717	2.4428333	0	70830.16667	0.0045432
792.6376	220.4441	0.00027765	271.90245	2.0699667	0	70860	0.0042808
869.8978	216.36745	0.00035655	271.2388	4.0006167	0	70928.66667	0.0041896
885.973	213.24115	0.0000003	271.21935	3.4789667	0	70981.33333	0.003561
863.9634	212.94385	0.0000252	272.2057833	2.6624833	0	71028.33333	0.0037358
779.6287	211.72095	0.00001305	273.20305	4.5433167	0	71087.66667	0.0035858
565.94765	221.12645	0.00000135	274.6248667	5.3176833	0	71184.16667	0.0030418
395.98695	233.7047	0.00000045	275.2003167	5.2051167	0	71259.66667	0.0027436
83.689885	224.4126	0	276.1170333	4.2963	0	71268.83333	0.0026686
39.7606	233.7824	0	276.9473833	3.8610167	0	71263.5	0.0027062
0	213.2613	0	277.3961667	5.15595	0	71262.66667	0.0022216
0	207.95255	0	277.4094833	4.2269	0	71316.66667	0.0021539
0	203.4621	0	277.2943333	3.9781333	0	71365	0.0027493
0	200.0215	0	276.7689	4.7332167	0	71423.66667	0.0029193
0	199.44995	0	276.0373333	3.5015	0	71464	0.002948
0	200.0882	0	275.34605	2.4399167	0	71491.16667	0.0030007
0	199.48655	0	274.2480333	2.4982	0	71532.16667	0.0027425
0	199.34345	0	271.3352667	1.6720667	0	71591.83333	0.0029381
0	198.14365	0	270.60885	1.0170667	0	71601.16667	0.0027245
0	198.1079	0	269.7334	1.7205	0	71623.5	0.002463
0	198.6727	0	268.0065167	1.1968833	0	71656.5	0.0023337
5.8390635	199.80675	0	267.9566833	1.0797667	0	71669.16667	0.0022848
104.89543	203.814	0	268.11895	1.7195	0	71662.66667	0.0023149
235.8554	248.8477	0	267.4997833	1.2382833	0	71675	0.0023006
571.96015	265.74845	0	267.2270833	1.7254667	0	71694.16667	0.0022873
653.77685	291.93575	0	266.8078667	1.8246833	0	71718.5	0.0022291
472.8586	297.13855	0	266.1908667	1.4161667	0	71719.5	0.0021966
374.7106	301.1999	0	266.0798667	1.5774167	0	71746	0.0021835
544.4001	280.55735	0	268.34975	1.4685167	0	71737.33333	0.002348
717.956	256.73585	0	272.63005	0.7854167	0	71740.83333	0.0024638
641.42265	253.31235	0	276.3794833	1.4574333	0	71731.83333	0.0025321
371.47345	275.60915	0	279.43085	2.0376667	0	71713.66667	0.0030807
